"SpeciesCategory","cohort","Source","ProcDate","Lengthmm","Weightg","Phenosex","PhenoSex","Maturity","Comments"
"1",1999,"File1",2001-03-27,109,14.1,,,,
"0",2000,"File1",2001-03-27,71,3.9,,,,
"0",2000,"File1",2001-03-27,78,5.1,,,,
"0",2000,"File1",2001-03-27,89,7.4,,,,
"0",2000,"File1",2001-03-27,64,2.9,,,,
"0",2000,"File1",2001-03-27,70,3.9,,,,
"0",2000,"File1",2001-03-27,91,8.5,,,,
"0",2000,"File1",2001-03-27,68,3.3,,,,
"0",2000,"File1",2001-03-27,72,4,,,,
"0",2000,"File1",2001-03-27,72,3.9,,,,
"1",2001,"File2",2003-03-10,128,25,,,,
"1",2001,"File2",2003-03-10,129,23.1,,,,
"1",2001,"File2",2003-03-10,98,9.8,,,,
"0",2001,"File2",2003-03-11,100,9.9,,,,
"1",2001,"File2",2003-03-11,108,13.8,,,,
"1",2001,"File2",2003-03-11,105,12.3,,,,
"1",2001,"File2",2003-03-12,109,13.4,,,,
"0",2001,"File2",2003-03-18,104,13.2,,,,
"0",2001,"File2",2003-03-18,115,19,,,,
"0",2001,"File2",2003-03-18,115,17.3,,,,
"1",2001,"File2",2003-03-21,130,23.3,,,,
"1",2001,"File2",2003-03-24,112,13.9,,,,
"1",2001,"File2",2003-03-27,118,17.2,,,,
"0",2001,"File2",2003-03-28,104,11.6,,,,
"0",2001,"File2",2003-03-28,102,11.3,,,,
"0",2001,"File2",2003-03-28,118,17.3,,,,
"0",2001,"File2",2003-03-28,130,22.5,,,,
"1",2001,"File2",2003-03-28,132,23.4,,,,
"0",2003,"File2",2004-03-09,68,3.2,,,,
"0",2003,"File2",2004-03-12,83,6.5,,,,
"0",2003,"File2",2004-03-15,96,8.8,,,,
"1",2003,"File2",2004-03-15,71,4,,,,
"1",2003,"File2",2004-03-15,67,3.1,,,,
"0",2003,"File2",2004-03-16,80,5.8,,,,
"0",2003,"File2",2004-03-18,72,4.4,,,,
"0",2003,"File2",2004-03-19,74,4.5,,,,
"0",2003,"File2",2004-03-22,70,3.7,,,,
"0",2003,"File2",2004-03-22,75,4.8,,,,
"0",2003,"File2",2004-03-23,69,3.5,,,,
"0",2003,"File2",2004-03-25,77,4.6,,,,
"Parr",2008,,2010-03-22,111,17.6,,,,"presmolt no tag"
"Parr",2008,,2010-03-22,118,18.24,,,,"presmolt no tag"
"Parr",2008,,2010-03-22,120,20.25,,,,"presmolt no tag"
"Parr",2008,,2010-03-22,111,15.34,,,,"presmolt no tag"
"Parr",2008,,2010-03-24,116,21.31,,,,"pre-smolt"
,2008,,2010-03-19,126,21.39,,,,
,2008,,2010-03-23,122,19.43,,,,"presmolt , no tag"
,2008,,2010-03-23,126,12.53,,,,"presmolt , no tag"
,2008,,2010-03-23,121,21.96,,,,"presmolt , no tag"
"Parr",2008,,2010-03-25,119,16.91,,,,"presmolt, 2 frogs"
"",2016,,2017-03-08,56,1.9,,"","Immature",""
"",2016,,2017-03-08,64,2.7,,"","Immature",""
"",2016,,2017-03-09,60,2.1,,"","Immature",""
"",2016,,2017-03-10,62,2.1,,"","Immature",""
"",2016,,2017-03-10,66,3,,"","Immature",""
"",2016,,2017-03-13,65,2.9,,"","Immature",""
"",2016,,2017-03-13,60,2,,"","Immature",""
"",2016,,2017-03-13,69,3.3,,"","Immature",""
"",2016,,2017-03-13,68,3.4,,"","Immature",""
"",2016,,2017-03-13,76,4.6,,"","Immature",""
"",2016,,2017-03-13,53,2,,"","Immature",""
"",2016,,2017-03-13,57,1.6,,"","Immature",""
"",2016,,2017-03-13,62,2.3,,"","Immature",""
"",2016,,2017-03-15,68,3.2,,"","Immature",""
"",2016,,2017-03-16,54,1.5,,"","Immature",""
"",2016,,2017-03-20,70,3.5,,"","",""
"",2016,,2017-03-20,59,2.2,,"","",""
"",2015,,2017-03-20,118,18.8,,"","",""
"",2016,,2017-03-20,61,2.1,,"","",""
"",2016,,2017-03-20,59,2.2,,"","",""
"",2016,,2017-03-20,55,1.7,,"","",""
"",2016,,2017-03-20,65,3,,"","",""
"",2016,,2017-03-20,64,2.7,,"","",""
"",2016,,2017-03-20,69,3.4,,"","",""
"",2016,,2017-03-20,56,1.8,,"","",""
"",2016,,2017-03-20,62,2.5,,"","",""
"",2016,,2017-03-21,57,2.3,,"","",""
"",2016,,2017-03-21,65,2.8,,"","",""
"",2016,,2017-03-21,66,3.2,,"","",""
"",2016,,2017-03-21,56,1.4,,"","",""
"",2016,,2017-03-21,65,2.8,,"","",""
"",2015,,2017-03-22,130,25.6,,"","","BENT TAIL- SPINE DAMAGED IN YOUTH? POSSDIBLE PREVIOUS Precocious?"
"",2016,,2017-03-22,62,2.4,,"","",""
"",2016,,2017-03-22,53,1.5,,"","",""
"",2016,,2017-03-22,65,2.6,,"","",""
"",2016,,2017-03-23,69,3.4,,"","",""
"",2016,,2017-03-24,59,2.1,,"","",""
"",2016,,2017-03-24,63,2.6,,"","",""
"",2016,,2017-03-24,60,2.2,,"","",""
"",2016,,2017-03-27,68,3.2,,"","",""
"",2015,,2017-03-27,128,24.7,,"","","1ST SMOLT OF 2017"
"",2015,,2017-03-27,133,26,,"","","SMOLT"
"",2015,,2017-03-27,124,19.7,,"","","SMOLT"
"",2015,,2017-03-28,111,14,,"","","SMOLT"
"",2016,,2017-03-28,59,2,,"","",""
"",2016,,2017-03-28,70,3.9,,"","",""
"",2016,,2017-03-28,64,2.8,,"","",""
"",2016,,2017-03-28,71,3.6,,"","",""
"",2016,,2017-03-29,63,2.6,,"","",""
"",2016,,2018-03-15,119,18.28,,"","","Parr/smolt silvering. released down"
"Smolt",2016,,2018-03-15,165,40.75,,"","","Silver. Gut flushed"
"",2016,,2018-03-16,142,28.99,,"","","Released downstream"
"Smolt",2016,,2018-03-16,111,14.38,,"","","Released downstream"
"",2016,,2018-03-16,103,12.25,,"","","Released downstream. Some silvering"
"Smolt/parr",2016,,2018-03-23,103,11.36,,"","","Released downstream."
"Parr",2016,,2018-03-23,121,18.75,,"","","Silvering. Released down"
"Parr",2016,,2018-03-23,113,15.56,,"","","Silvering. Released down"
"Parr",2016,,2018-03-23,127,20.69,,"","","Silvering. Released down"
"Parr",2016,,2018-03-27,115,16.23,,"","","Released down stream. Lab No on envelope is RR2463 but cannot be certain as this was used already."
"Parr",2016,,2018-03-27,108,13.63,,"","","Released down stream. Lab No on envelope is RR2465 but cannot be certain that this correct as numbers are out of sequence and some lab numbers are missing"
"",2016,,2018-03-27,138,25.41,,"","","Trout tail, white strip on fin and eye and end of jaw are even. Hybrid? Slivering. Lab No on envelope is RR2466 but cannot be certain that this correct as numbers are out of sequence and some lab numbers are missing"
"Parr",2016,,2018-03-27,114,15.02,,"","","Released down stream. Lab No on envelope is RR2468 but cannot be certain that this correct as numbers are out of sequence and some lab numbers are missing"
"Parr",2016,,2018-03-27,111,14.85,,"","","Released Downstream. Slivering"
"Smolt",2016,,2018-03-16,115,16.54,,"","","Silvering and greening. Released downstream"
"",2016,,2018-03-16,107,13.14,,"","","Visible parr marks. Silvering. Released downstreeam"
"Smolt",2016,,2018-03-18,123,18.64,,"","","Silver and greening. Ranchie"
"Smolt",2016,,2018-03-26,115,16.15,,"","","Released Downstream"
"0",1996,"File1",1996-04-15,22,,,,,
"1",1996,"File1",1998-04-03,146,32.1,,,,
"0",1997,"File1",1998-04-06,90,6.5,,,,
"1",1996,"File1",1998-04-06,120,23.7,,,,
"1",1996,"File1",1998-04-06,115,16.4,,,,
"1",1996,"File1",1998-04-06,140,26.9,,,,
"1",1996,"File1",1998-04-06,122,20.5,,,,
"1",1996,"File1",1998-04-06,122,19.4,,,,
"1",1996,"File1",1998-04-06,125,21.7,,,,
"1",1996,"File1",1998-04-06,117,16.7,,,,
"1",1996,"File1",1998-04-06,110,14.4,,,,
"1",1996,"File1",1998-04-08,124,14.4,,,,
"1",1996,"File1",1998-04-08,129,21.4,,,,
"1",1996,"File1",1998-04-14,127,19.7,,,,
"1",1996,"File1",1998-04-14,115,15.5,,,,
"1",1996,"File1",1998-04-16,131,21.1,,,,
"1",1996,"File1",1998-04-16,121,16.5,,,,
"1",1996,"File1",1998-04-16,125,18.5,,,,
"1",1996,"File1",1998-04-17,118,16.7,,,,
"1",1996,"File1",1998-04-17,134,22.9,,,,
"0",1997,"File1",1998-04-20,90,8.1,,,,
"1",1996,"File1",1998-04-20,135,23.4,,,,
"1",1996,"File1",1998-04-20,131,23.4,,,,
"1",1996,"File1",1998-04-20,132,24.6,,,,
"1",1996,"File1",1998-04-20,120,17.4,,,,
"1",1996,"File1",1998-04-20,124,16.8,,,,
"0",1997,"File1",1999-03-30,106.06,12.18,,,,
"0",1997,"File1",1999-03-30,101.05,10.86,,,,
"0",1997,"File1",1999-04-01,106.63,11.12,,,,
"1",1997,"File1",1999-04-01,115,20.8,,,,
"1",1997,"File1",1999-04-01,133,33.3,,,,
"0",1997,"File1",1999-04-01,105.42,11.33,,,,
"1",1997,"File1",1999-04-01,108,12.5,,,,
"1",1997,"File1",1999-04-01,141,27.3,,,,
"1",1997,"File1",1999-04-01,119,19.5,,,,
"0",1997,"File1",1999-04-01,105.43,11.66,,,,
"1",1997,"File1",1999-04-01,124,20,,,,
"1",1997,"File1",1999-04-01,125,20.1,,,,
"1",1997,"File1",1999-04-01,122,18.3,,,,
"1",1997,"File1",1999-04-01,132,23.5,,,,
"1",1997,"File1",1999-04-01,121,18.2,,,,
"1",1997,"File1",1999-04-01,114,16,,,,
"1",1997,"File1",1999-04-01,119,17.5,,,,
"1",1997,"File1",1999-04-01,142,27.1,,,,
"1",1997,"File1",1999-04-01,112,14,,,,
"1",1997,"File1",1999-04-01,108,12.7,,,,
"1",1997,"File1",1999-04-01,157,35.5,,,,
"1",1997,"File1",1999-04-01,132,22.7,,,,
"1",1997,"File1",1999-04-01,108,12.6,,,,
"1",1997,"File1",1999-04-01,130,22.4,,,,
"1",1997,"File1",1999-04-01,110,12.3,,,,
"1",1997,"File1",1999-04-01,118,15.9,,,,
"0",1997,"File1",1999-04-01,102.64,10.87,,,,
"1",1997,"File1",1999-04-01,109,12.4,,,,
"1",1997,"File1",1999-04-01,109,12.9,,,,
"1",1997,"File1",1999-04-01,129,20.8,,,,
"1",1997,"File1",1999-04-01,110,14.8,,,,
"1",1997,"File1",1999-04-06,152,31.1,,,,
"1",1997,"File1",1999-04-06,135,23.2,,,,
"1",1997,"File1",1999-04-06,109,12.4,,,,
"1",1997,"File1",1999-04-06,131,20.2,,,,
"1",1997,"File1",1999-04-06,119,16.2,,,,
"1",1997,"File1",1999-04-06,109,12.2,,,,
"0",1997,"File1",1999-04-06,103.58,11.1,,,,
"1",1997,"File1",1999-04-06,108,11.9,,,,
"1",1997,"File1",1999-04-06,112,13.7,,,,
"1",1997,"File1",1999-04-06,118,16.7,,,,
"1",1997,"File1",1999-04-06,135,20.4,,,,
"1",1997,"File1",1999-04-06,135,25.8,,,,
"1",1997,"File1",1999-04-06,113,13.1,,,,
"1",1997,"File1",1999-04-06,130,21.2,,,,
"1",1997,"File1",1999-04-06,131,20.5,,,,
"1",1997,"File1",1999-04-06,113,14.7,,,,
"1",1997,"File1",1999-04-06,130,22,,,,
"1",1997,"File1",1999-04-06,117,16.7,,,,
"1",1997,"File1",1999-04-06,110,12.9,,,,
"1",1997,"File1",1999-04-06,141,27.3,,,,
"1",1997,"File1",1999-04-06,121,17.1,,,,
"1",1997,"File1",1999-04-06,112,14.3,,,,
"1",1997,"File1",1999-04-06,113,13.8,,,,
"1",1997,"File1",1999-04-06,109,11.4,,,,
"1",1997,"File1",1999-04-06,126,19.5,,,,
"1",1997,"File1",1999-04-06,113,14.7,,,,
"1",1997,"File1",1999-04-06,111,14.1,,,,
"1",1997,"File1",1999-04-06,127,19.4,,,,
"1",1997,"File1",1999-04-06,142,27.4,,,,
"1",1997,"File1",1999-04-06,125,20,,,,
"1",1997,"File1",1999-04-06,122,20.5,,,,
"1",1997,"File1",1999-04-06,127,22.3,,,,
"1",1997,"File1",1999-04-06,140,25.3,,,,
"1",1997,"File1",1999-04-06,138,25.1,,,,
"1",1997,"File1",1999-04-06,127,22.4,,,,
"1",1997,"File1",1999-04-06,113,14.3,,,,
"1",1997,"File1",1999-04-06,122,19.5,,,,
"1",1997,"File1",1999-04-06,130,19.6,,,,
"1",1997,"File1",1999-04-06,132,21.9,,,,
"1",1997,"File1",1999-04-06,109,13.2,,,,
"1",1997,"File1",1999-04-06,113,14.2,,,,
"1",1997,"File1",1999-04-06,112,13.8,,,,
"1",1997,"File1",1999-04-06,110,13.7,,,,
"1",1997,"File1",1999-04-06,116,16.3,,,,
"1",1997,"File1",1999-04-06,112,14.3,,,,
"1",1997,"File1",1999-04-06,125,19.4,,,,
"1",1997,"File1",1999-04-06,123,20,,,,
"1",1997,"File1",1999-04-06,110,13.9,,,,
"1",1997,"File1",1999-04-06,121,16.6,,,,
"1",1997,"File1",1999-04-06,113,13.7,,,,
"1",1997,"File1",1999-04-06,110,13.5,,,,
"0",1997,"File1",1999-04-06,106,12.3,,,,
"0",1997,"File1",1999-04-06,104,11.4,,,,
"0",1997,"File1",1999-04-06,103,10.6,,,,
"0",1997,"File1",1999-04-06,106,12.1,,,,
"0",1997,"File1",1999-04-06,104,11.4,,,,
"0",1997,"File1",1999-04-06,104,10.8,,,,
"0",1997,"File1",1999-04-06,103,11.1,,,,
"0",1997,"File1",1999-04-06,105,11,,,,
"0",1997,"File1",1999-04-06,105,11.7,,,,
"0",1997,"File1",1999-04-06,105,11.8,,,,
"0",1997,"File1",1999-04-06,105,11.3,,,,
"0",1997,"File1",1999-04-06,106,12.8,,,,
"0",1997,"File1",1999-04-06,106,11.5,,,,
"0",1997,"File1",1999-04-06,102,10.3,,,,
"1",1997,"File1",1999-04-07,121,17.9,,,,
"0",1997,"File1",1999-04-07,102.25,10.82,,,,
"1",1997,"File1",1999-04-07,109,13.6,,,,
"1",1997,"File1",1999-04-07,113,15.3,,,,
"1",1997,"File1",1999-04-07,109,11.9,,,,
"1",1997,"File1",1999-04-07,116,14.7,,,,
"0",1997,"File1",1999-04-07,106.96,11.48,,,,
"1",1997,"File1",1999-04-07,118,16.4,,,,
"1",1997,"File1",1999-04-07,106,12.9,,,,
"1",1997,"File1",1999-04-07,132,20.9,,,,
"1",1997,"File1",1999-04-07,112,14.3,,,,
"1",1997,"File1",1999-04-07,114,14.2,,,,
"1",1997,"File1",1999-04-07,111,13.3,,,,
"1",1997,"File1",1999-04-07,110,17,,,,
"0",1997,"File1",1999-04-07,104.38,11.66,,,,
"1",1997,"File1",1999-04-07,115,14.7,,,,
"1",1997,"File1",1999-04-07,117,15.9,,,,
"0",1997,"File1",1999-04-07,105.87,11.38,,,,
"0",1997,"File1",1999-04-07,108.81,12.48,,,,
"0",1997,"File1",1999-04-07,102,11.4,,,,
"0",1997,"File1",1999-04-07,104,11.2,,,,
"0",1997,"File1",1999-04-07,105,10.9,,,,
"0",1997,"File1",1999-04-08,101.87,10.34,,,,
"0",1997,"File1",1999-04-08,102.96,11.44,,,,
"0",1997,"File1",1999-04-08,105.48,12.31,,,,
"0",1997,"File1",1999-04-08,102.72,11.14,,,,
"0",1997,"File1",1999-04-09,108.21,12.04,,,,
"1",1997,"File1",1999-04-09,124,19.8,,,,
"0",1997,"File1",1999-04-09,101.4,10.01,,,,
"1",1997,"File1",1999-04-12,116,15.2,,,,
"1",1997,"File1",1999-04-12,118,19.8,,,,
"1",1997,"File1",1999-04-12,129,26.3,,,,
"0",1997,"File1",1999-04-12,106.23,13.15,,,,
"1",1997,"File1",1999-04-12,137,28.8,,,,
"1",1997,"File1",1999-04-12,116,18,,,,
"0",1997,"File1",1999-04-12,103.23,12.62,,,,
"0",1997,"File1",1999-04-12,107.2,15.15,,,,
"0",1997,"File1",1999-04-12,102.25,13.75,,,,
"1",1997,"File1",1999-04-13,110,13.7,,,,
"1",1997,"File1",1999-04-13,111,14.4,,,,
"1",1997,"File1",1999-04-13,116,17.1,,,,
"1",1997,"File1",1999-04-13,118,17.3,,,,
"1",1997,"File1",1999-04-13,113,15.6,,,,
"1",1997,"File1",1999-04-13,109,13.6,,,,
"0",1997,"File1",1999-04-13,104.37,11.22,,,,
"1",1997,"File1",1999-04-15,110,,,,,
"1",1997,"File1",1999-04-15,116,,,,,
"1",1997,"File1",1999-04-15,111,,,,,
"1",1997,"File1",1999-04-15,109,,,,,
"1",1997,"File1",1999-04-15,123,,,,,
"1",1997,"File1",1999-04-15,121,,,,,
"1",1997,"File1",1999-04-15,118,,,,,
"1",1997,"File1",1999-04-15,136,,,,,
"0",1997,"File1",1999-04-15,102.04,9.79,,,,
"1",1997,"File1",1999-04-15,118,,,,,
"1",1997,"File1",1999-04-15,111,,,,,
"1",1997,"File1",1999-04-15,127,,,,,
"1",1997,"File1",1999-04-15,117,,,,,
"1",1997,"File1",1999-04-16,116,15.4,,,,
"1",1997,"File1",1999-04-19,117,15.6,,,,
"1",1997,"File1",1999-04-19,119,17,,,,
"1",1997,"File1",1999-04-19,121,17.4,,,,
"1",1997,"File1",1999-04-19,110,13.5,,,,
"1",1997,"File1",1999-04-20,111,15.2,,,,
"1",1997,"File1",1999-04-20,110,13.2,,,,
"1",1997,"File1",1999-04-20,115,14.9,,,,
"0",1997,"File1",1999-04-20,106.05,11.55,,,,
"0",1997,"File1",1999-04-20,103.1,11.33,,,,
"0",1999,"File1",2000-03-29,76,4.9,,,,
"0",1999,"File1",2000-04-03,75,,,,,
"0",1999,"File1",2000-04-07,93,7.7,,,,
"0",1999,"File1",2000-04-07,85,6.6,,,,
"0",2000,"File1",2001-03-30,82,5.8,,,,
"1",1999,"File1",2001-03-30,145,30.5,,,,
"0",2000,"File1",2001-03-30,82,5.6,,,,
"1",1999,"File1",2001-03-30,127,20.7,,,,
"0",2000,"File1",2001-03-30,78,5,,,,
"1",1999,"File1",2001-03-30,122,19.1,,,,
"1",1999,"File1",2001-03-30,115,15.8,,,,
"1",1999,"File1",2001-03-30,116,16.2,,,,
"0",2000,"File1",2001-04-04,74,3.9,,,,
"1",1999,"File1",2001-04-04,131,21.8,,,,
"0",2000,"File1",2001-04-04,71,3.4,,,,
"1",1999,"File1",2001-04-04,137,25.9,,,,
"0",2000,"File1",2001-04-04,68,3.1,,,,
"1",1999,"File1",2001-04-04,143,27.2,,,,
"0",2000,"File1",2001-04-04,78,4.9,,,,
"1",1999,"File1",2001-04-04,125,18.7,,,,
"0",2000,"File1",2001-04-04,73,4,,,,
"1",1999,"File1",2001-04-04,126,19.9,,,,
"0",2000,"File1",2001-04-04,76,4.6,,,,
"1",1999,"File1",2001-04-04,128,20.8,,,,
"0",2000,"File1",2001-04-04,72,3.5,,,,
"1",1999,"File1",2001-04-04,143,26.9,,,,
"0",2000,"File1",2001-04-04,78,5.1,,,,
"1",1999,"File1",2001-04-04,114,15,,,,
"0",2000,"File1",2001-04-04,81,5.3,,,,
"1",1999,"File1",2001-04-04,142,27.2,,,,
"0",2000,"File1",2001-04-04,84,6.3,,,,
"1",1999,"File1",2001-04-04,136,26.1,,,,
"0",2000,"File1",2001-04-04,89,7.1,,,,
"1",1999,"File1",2001-04-04,109,13.4,,,,
"1",1999,"File1",2001-04-04,110,13.1,,,,
"1",1999,"File1",2001-04-04,113,14.7,,,,
"1",1999,"File1",2001-04-04,112,13.8,,,,
"0",2000,"File1",2001-04-06,81,5.2,,,,
"1",1999,"File1",2001-04-06,111,14.9,,,,
"0",2000,"File1",2001-04-06,75,4.4,,,,
"1",1999,"File1",2001-04-06,144,30.9,,,,
"0",2000,"File1",2001-04-06,75,4.6,,,,
"1",1999,"File1",2001-04-06,137,24.2,,,,
"0",2000,"File1",2001-04-06,97,9.8,,,,
"1",1999,"File1",2001-04-06,154,37.3,,,,
"0",2000,"File1",2001-04-06,82,5.7,,,,
"1",1999,"File1",2001-04-06,110,13.9,,,,
"0",2000,"File1",2001-04-06,76,4.6,,,,
"1",1999,"File1",2001-04-06,157,36.3,,,,
"0",2000,"File1",2001-04-06,71,3.7,,,,
"1",1999,"File1",2001-04-06,130,22.9,,,,
"0",2000,"File1",2001-04-06,90,8.1,,,,
"1",1999,"File1",2001-04-06,128,23.6,,,,
"0",2000,"File1",2001-04-06,80,5.8,,,,
"1",1999,"File1",2001-04-06,129,23.2,,,,
"0",2000,"File1",2001-04-10,84,5.9,,,,
"1",1999,"File1",2001-04-10,142,27.7,,,,
"0",2000,"File1",2001-04-10,68,3.1,,,,
"1",1999,"File1",2001-04-10,124,18.7,,,,
"0",2000,"File1",2001-04-10,76,4.5,,,,
"1",1999,"File1",2001-04-10,148,30.8,,,,
"0",2000,"File1",2001-04-10,83,5.7,,,,
"1",1999,"File1",2001-04-10,143,30.4,,,,
"0",2000,"File1",2001-04-10,76,4.4,,,,
"1",1999,"File1",2001-04-10,147,30.3,,,,
"0",2000,"File1",2001-04-10,86,6.4,,,,
"1",1999,"File1",2001-04-10,155,34.5,,,,
"0",2000,"File1",2001-04-10,66,2.7,,,,
"1",1999,"File1",2001-04-10,155,33.5,,,,
"0",2000,"File1",2001-04-10,88,8.1,,,,
"1",1999,"File1",2001-04-10,147,31.7,,,,
"0",2000,"File1",2001-04-10,76,4.5,,,,
"1",1999,"File1",2001-04-10,117,15.5,,,,
"0",2000,"File1",2001-04-10,75,4.7,,,,
"1",1999,"File1",2001-04-10,135,22.7,,,,
"0",2000,"File1",2001-04-10,79,5.5,,,,
"1",1999,"File1",2001-04-10,114,14.8,,,,
"0",2000,"File1",2001-04-10,73,3.8,,,,
"1",1999,"File1",2001-04-10,149,33.5,,,,
"0",2000,"File1",2001-04-10,88,7,,,,
"1",1999,"File1",2001-04-10,132,22.3,,,,
"0",2000,"File1",2001-04-10,70,3.5,,,,
"1",1999,"File1",2001-04-10,154,35.1,,,,
"0",2000,"File1",2001-04-10,79,5.3,,,,
"1",1999,"File1",2001-04-10,147,32.9,,,,
"0",2000,"File1",2001-04-10,64,2.6,,,,
"1",1999,"File1",2001-04-10,144,30.2,,,,
"0",2000,"File1",2001-04-10,66,3,,,,
"1",1999,"File1",2001-04-10,135,24.6,,,,
"0",2000,"File1",2001-04-10,73,3.8,,,,
"1",1999,"File1",2001-04-10,125,18.2,,,,
"0",2000,"File1",2001-04-10,85,6.2,,,,
"1",1999,"File1",2001-04-10,140,28.5,,,,
"0",2000,"File1",2001-04-10,81,5.5,,,,
"1",1999,"File1",2001-04-10,116,15.7,,,,
"0",2000,"File1",2001-04-10,82,5.7,,,,
"1",1999,"File1",2001-04-10,138,27,,,,
"1",1999,"File1",2001-04-10,136,26.1,,,,
"1",1999,"File1",2001-04-10,135,24.5,,,,
"1",1999,"File1",2001-04-10,117,16.6,,,,
"1",1999,"File1",2001-04-10,138,25.7,,,,
"1",1999,"File1",2001-04-10,133,22.4,,,,
"1",1999,"File1",2001-04-10,129,22.6,,,,
"1",1999,"File1",2001-04-10,137,25.2,,,,
"0",2000,"File1",2001-04-12,79,5.1,,,,
"1",1999,"File1",2001-04-12,132,22.9,,,,
"0",2000,"File1",2001-04-12,79,5.3,,,,
"1",1999,"File1",2001-04-12,121,17.8,,,,
"0",2000,"File1",2001-04-18,79,4.7,,,,
"1",1999,"File1",2001-04-18,150,31.1,,,,
"0",2000,"File1",2001-04-18,90,7.5,,,,
"1",1999,"File1",2001-04-18,137,24,,,,
"0",2000,"File1",2001-04-18,78,4.9,,,,
"1",1999,"File1",2001-04-18,142,27.8,,,,
"0",2000,"File1",2001-04-18,88,7.4,,,,
"1",1999,"File1",2001-04-18,126,19.2,,,,
"0",2000,"File1",2001-04-18,80,5.2,,,,
"1",1999,"File1",2001-04-18,136,24,,,,
"0",2000,"File1",2001-04-18,82,5.5,,,,
"1",1999,"File1",2001-04-18,130,21.3,,,,
"0",2000,"File1",2001-04-18,93,7.7,,,,
"1",1999,"File1",2001-04-18,135,26,,,,
"0",2000,"File1",2001-04-18,84,6.2,,,,
"1",1999,"File1",2001-04-18,132,22.1,,,,
"0",2000,"File1",2001-04-18,77,4.7,,,,
"1",1999,"File1",2001-04-18,117,15.4,,,,
"1",1999,"File1",2001-04-18,144,29.5,,,,
"1",1999,"File1",2001-04-18,142,27,,,,
"1",1999,"File1",2001-04-18,136,25.1,,,,
"1",1999,"File1",2001-04-18,149,30.9,,,,
"1",1999,"File1",2001-04-18,142,29.5,,,,
"1",1999,"File1",2001-04-18,135,24.9,,,,
"1",1999,"File1",2001-04-18,123,18.6,,,,
"1",1999,"File1",2001-04-18,115,15.4,,,,
"1",1999,"File1",2001-04-18,119,16.7,,,,
"1",1999,"File1",2001-04-18,166,41.9,,,,
"1",1999,"File1",2001-04-18,132,23.2,,,,
"1",1999,"File1",2001-04-18,120,18.5,,,,
"1",1999,"File1",2001-04-18,136,23.6,,,,
"1",1999,"File1",2001-04-18,142,27.1,,,,
"1",1999,"File1",2001-04-18,139,26.9,,,,
"1",1999,"File1",2001-04-18,118,17.1,,,,
"1",1999,"File1",2001-04-18,142,26,,,,
"1",1999,"File1",2001-04-18,126,19.9,,,,
"1",1999,"File1",2001-04-18,114,14.1,,,,
"1",1999,"File1",2001-04-18,129,22.7,,,,
"1",2000,"File2",2002-04-11,145,28,,,,
"1",2000,"File2",2002-04-11,125,19.6,,,,
"1",2000,"File2",2002-04-11,134,23,,,,
"1",2000,"File2",2002-04-11,133,22.7,,,,
"1",2000,"File2",2002-04-11,125,20.6,,,,
"1",2000,"File2",2002-04-11,123,19.5,,,,
"1",2000,"File2",2002-04-11,119,16.9,,,,
"1",2000,"File2",2002-04-11,118,17.9,,,,
"1",2000,"File2",2002-04-11,103,10.4,,,,
"1",2001,"File2",2002-04-11,80,5.1,,,,
"1",2001,"File2",2002-04-11,68,2.7,,,,
"1",2001,"File2",2002-04-11,73,4.2,,,,
"1",2001,"File2",2002-04-11,65,2.6,,,,
"1",2001,"File2",2002-04-11,57,1.5,,,,
"1",2001,"File2",2002-04-11,54,1.4,,,,
"1",2000,"File2",2002-04-12,137,24.7,,,,
"1",2000,"File2",2002-04-15,140,25.6,,,,
"1",2000,"File2",2002-04-15,123,17.1,,,,
"1",2001,"File2",2002-04-15,66,3.6,,,,
"1",2001,"File2",2002-04-15,80,5.6,,,,
"1",2000,"File2",2002-04-15,120,16.5,,,,
"1",2001,"File2",2002-04-15,70,3.4,,,,
"1",2001,"File2",2002-04-15,63,2.4,,,,
"1",2001,"File2",2002-04-15,71,3.6,,,,
"1",2001,"File2",2002-04-15,67,3.1,,,,
"1",2001,"File2",2002-04-15,61,2.1,,,,
"1",2001,"File2",2002-04-16,60,4.6,,,,
"1",2001,"File2",2002-04-16,68,3.1,,,,
"1",2001,"File2",2002-04-16,76,4.5,,,,
"1",2000,"File2",2002-04-17,134,22.7,,,,
"1",2000,"File2",2002-04-17,115,14.9,,,,
"1",2000,"File2",2002-04-17,125,17.1,,,,
"1",2000,"File2",2002-04-17,154,34,,,,
"1",2000,"File2",2002-04-17,138,23.9,,,,
"1",2000,"File2",2002-04-17,122,18.2,,,,
"1",2000,"File2",2002-04-17,120,17.1,,,,
"1",2000,"File2",2002-04-17,108,13.8,,,,
"1",2001,"File2",2002-04-17,66,3.1,,,,
"1",2001,"File2",2002-04-17,63,2.7,,,,
"1",2001,"File2",2002-04-17,53,1.4,,,,
"1",2001,"File2",2002-04-18,67,3.3,,,,
"1",2001,"File2",2002-04-18,72,3.7,,,,
"1",2001,"File2",2002-04-18,53,1.4,,,,
"1",2001,"File2",2002-04-18,64,2.6,,,,
"1",2001,"File2",2002-04-19,60,2.5,,,,
"1",2001,"File2",2002-04-19,80,4.8,,,,
"1",2001,"File2",2002-04-19,76,4.1,,,,
"1",2000,"File2",2002-04-20,120,17,,,,
"1",2001,"File2",2002-04-20,76,4.5,,,,
